Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Distance_km,Order_picked_hour,Pickup_delay_minute
25,4.7,Fog,Low,0,motorcycle ,1,No ,Urban ,16,7.4,22,15.0
34,5.0,Sunny,Medium,2,motorcycle ,1,No ,Metropolitian ,25,16.5,18,5.0
35,4.9,Cloudy,Low,2,scooter ,1,No ,Metropolitian ,18,1.5,8,5.0
29,4.9,Cloudy,Medium,2,scooter ,0,No ,Urban ,18,9.3,17,15.0
20,4.9,Sunny,Jam,2,scooter ,0,No ,Urban ,11,9.4,19,5.0
22,4.5,Sunny,Jam,1,motorcycle ,0,No ,Metropolitian ,14,9.0,20,5.0
20,4.8,Stormy,Low,1,motorcycle ,0,No ,Metropolitian ,16,9.1,22,5.0
30,4.9,Fog,Low,0,motorcycle ,0,No ,Urban ,39,16.9,23,15.0
24,4.6,Fog,Jam,1,scooter ,1,No ,Metropolitian ,29,9.4,22,10.0
25,4.0,Cloudy,Jam,1,motorcycle ,1,No ,Metropolitian ,36,12.2,19,10.0
35,4.1,Fog,Medium,2,electric_scooter ,1,No ,Metropolitian ,31,10.7,19,15.0
26,4.7,Windy,Jam,2,electric_scooter ,1,No ,Urban ,21,10.4,19,15.0
35,4.5,Sunny,Jam,1,motorcycle ,0,No ,Urban ,20,7.4,21,5.0
24,5.0,Cloudy,Low,1,scooter ,0,No ,Urban ,15,4.5,22,15.0
29,4.9,Stormy,Low,2,scooter ,0,No ,Metropolitian ,19,10.6,22,15.0
22,4.8,Stormy,Medium,1,motorcycle ,1,No ,Metropolitian ,24,20.2,17,15.0
39,4.6,Sunny,Low,0,motorcycle ,1,No ,Urban ,23,9.3,23,5.0
37,4.6,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,47,19.7,19,5.0
26,4.5,Windy,Jam,2,electric_scooter ,1,No ,Metropolitian ,21,12.5,21,10.0
25,4.5,Stormy,Low,2,scooter ,1,No ,Metropolitian ,12,3.0,8,5.0
30,4.1,Sandstorms,Low,0,motorcycle ,0,No ,Urban ,34,1.5,10,5.0
21,4.6,Sunny,Medium,0,motorcycle ,1,No ,Metropolitian ,17,9.2,17,10.0
31,4.5,Cloudy,Jam,0,motorcycle ,0,No ,Metropolitian ,30,4.6,21,5.0
29,4.8,Windy,Jam,2,motorcycle ,1,No ,Metropolitian ,18,16.8,21,15.0
33,4.6,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,53,13.6,21,15.0
29,5.0,Cloudy,Medium,0,motorcycle ,1,No ,Metropolitian ,31,16.9,18,15.0
27,4.6,Stormy,Low,2,scooter ,0,No ,Urban ,13,12.1,22,15.0
36,5.0,Stormy,Low,1,motorcycle ,1,No ,Metropolitian ,25,13.4,22,5.0
38,4.3,Windy,High,1,motorcycle ,1,No ,Metropolitian ,33,6.1,12,5.0
29,4.7,Sandstorms,Medium,1,scooter ,1,No ,Urban ,27,7.6,18,9.0
36,4.7,Sunny,Low,1,motorcycle ,0,No ,Metropolitian ,19,1.6,9,10.0
34,4.2,Stormy,Jam,0,motorcycle ,0,No ,Metropolitian ,41,16.6,21,15.0
36,4.8,Cloudy,Medium,1,scooter ,1,No ,Metropolitian ,37,12.3,18,15.0
21,5.0,Sandstorms,Medium,1,motorcycle ,1,No ,Metropolitian ,24,13.4,18,15.0
32,4.6,Fog,Low,0,motorcycle ,1,No ,Metropolitian ,23,9.3,22,15.0
26,4.8,Sandstorms,Medium,1,motorcycle ,1,No ,Urban ,29,7.4,17,15.0
29,4.4,Sandstorms,Medium,0,motorcycle ,0,No ,Metropolitian ,38,10.9,18,10.0
35,4.6,Sunny,High,1,scooter ,1,No ,Metropolitian ,23,6.1,13,10.0
37,4.7,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,25,17.2,23,15.0
39,4.7,Fog,Jam,1,motorcycle ,1,No ,Metropolitian ,42,11.9,21,5.0
35,4.8,Cloudy,Jam,0,motorcycle ,2,No ,Metropolitian ,46,16.6,21,15.0
37,4.8,Sunny,Low,0,motorcycle ,1,No ,Metropolitian ,23,4.6,22,5.0
29,4.9,Cloudy,Medium,1,motorcycle ,1,No ,Metropolitian ,13,6.2,15,10.0
35,4.9,Windy,Medium,1,motorcycle ,1,No ,Metropolitian ,22,10.6,17,15.0
25,4.9,Sandstorms,Medium,0,motorcycle ,1,No ,Urban ,36,20.3,17,10.0
21,4.8,Stormy,Jam,1,scooter ,0,No ,Metropolitian ,16,13.7,21,15.0
26,4.6,Stormy,Jam,0,motorcycle ,1,No ,Metropolitian ,22,9.3,20,15.0
25,4.5,Stormy,Jam,0,motorcycle ,1,No ,Metropolitian ,26,17.1,20,5.0
21,4.5,Fog,Low,2,scooter ,1,No ,Urban ,25,11.9,23,10.0
36,4.8,Sunny,Jam,1,scooter ,1,No ,Metropolitian ,22,20.0,19,15.0
22,4.9,Fog,Medium,1,motorcycle ,1,No ,Metropolitian ,19,7.5,18,15.0
29,4.0,Windy,Jam,0,motorcycle ,0,No ,Metropolitian ,37,10.9,19,5.0
26,4.8,Sandstorms,Jam,2,scooter ,0,No ,Metropolitian ,15,10.9,19,10.0
20,4.8,Windy,Jam,2,electric_scooter ,1,No ,Metropolitian ,24,19.8,21,15.0
38,4.2,Cloudy,High,2,electric_scooter ,1,No ,Metropolitian ,33,3.0,11,5.0
37,4.7,Sunny,Jam,1,motorcycle ,0,No ,Metropolitian ,24,7.7,21,5.0
21,4.5,Stormy,Medium,0,motorcycle ,1,No ,Metropolitian ,17,9.1,18,15.0
25,4.9,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,21,10.9,20,15.0
34,4.2,Sandstorms,Low,0,motorcycle ,1,No ,Metropolitian ,25,3.1,9,5.0
39,4.7,Fog,Low,2,motorcycle ,1,No ,Metropolitian ,19,1.6,10,15.0
34,5.0,Sunny,High,0,motorcycle ,1,No ,Metropolitian ,25,6.2,14,15.0
31,3.8,Sandstorms,Jam,2,scooter ,2,Yes ,Metropolitian ,41,10.9,21,5.0
29,4.5,Sunny,Medium,1,motorcycle ,1,No ,Metropolitian ,18,9.2,19,15.0
30,5.0,Fog,Low,2,motorcycle ,1,No ,Metropolitian ,19,3.1,8,15.0
34,4.7,Stormy,Low,0,motorcycle ,1,No ,Metropolitian ,29,10.6,23,10.0
20,4.8,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,21,13.6,0,10.0
36,4.9,Stormy,High,1,motorcycle ,0,No ,Metropolitian ,29,6.1,13,15.0
31,4.6,Sunny,Jam,2,scooter ,1,No ,Urban ,19,20.0,19,15.0
24,4.8,Windy,Low,1,motorcycle ,1,No ,Metropolitian ,19,13.8,23,15.0
30,4.8,Windy,Medium,0,motorcycle ,1,No ,Urban ,26,7.6,18,10.0
36,4.8,Sandstorms,Low,1,motorcycle ,0,No ,Metropolitian ,27,12.3,23,15.0
30,4.8,Fog,Medium,1,scooter ,1,No ,Metropolitian ,15,4.7,18,15.0
39,4.5,Sunny,Jam,1,motorcycle ,1,No ,Metropolitian ,18,8.9,21,15.0
20,4.1,Fog,Jam,2,motorcycle ,1,No ,Urban ,42,10.9,19,5.0
38,4.9,Stormy,Low,2,electric_scooter ,1,No ,Metropolitian ,21,4.7,23,10.0
27,4.8,Stormy,Medium,0,motorcycle ,2,No ,Metropolitian ,38,10.6,18,15.0
29,4.7,Cloudy,Medium,2,motorcycle ,1,No ,Metropolitian ,39,13.8,18,9.0
23,4.7,Fog,Low,0,motorcycle ,0,No ,Urban ,22,3.1,11,15.0
35,4.6,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,26,4.4,19,5.0
32,4.5,Stormy,Low,1,motorcycle ,1,No ,Urban ,20,1.5,10,15.0
25,4.2,Sunny,Jam,0,motorcycle ,2,Yes ,Metropolitian ,48,9.2,21,15.0
35,4.8,Cloudy,Medium,1,scooter ,0,No ,Urban ,35,16.6,19,10.0
28,4.8,Sunny,Low,2,scooter ,1,No ,Urban ,15,1.5,10,10.0
32,4.7,Sunny,Medium,1,motorcycle ,1,No ,Metropolitian ,21,20.2,18,5.0
37,4.9,Stormy,Low,1,scooter ,1,No ,Metropolitian ,25,3.1,10,5.0
23,4.9,Sandstorms,High,0,motorcycle ,1,No ,Metropolitian ,29,6.2,14,10.0
20,4.7,Stormy,Low,1,motorcycle ,0,No ,Metropolitian ,10,1.5,8,10.0
32,5.0,Sunny,High,0,motorcycle ,1,No ,Metropolitian ,21,3.1,11,5.0
23,4.9,Sandstorms,Medium,0,motorcycle ,0,No ,Urban ,21,7.7,17,10.0
30,4.9,Sandstorms,High,1,scooter ,1,No ,Metropolitian ,29,3.0,11,15.0
23,4.8,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,35,7.6,21,10.0
35,3.7,Sandstorms,Jam,1,scooter ,0,Yes ,Metropolitian ,41,12.1,19,10.0
31,4.1,Sandstorms,Low,0,motorcycle ,1,No ,Urban ,32,3.1,9,5.0
32,4.2,Windy,Medium,0,motorcycle ,2,No ,Metropolitian ,36,19.9,18,5.0
24,4.8,Cloudy,Low,2,electric_scooter ,0,No ,Urban ,10,1.5,8,5.0
23,4.6,Sandstorms,Low,1,motorcycle ,0,No ,Metropolitian ,18,1.5,9,10.0
30,4.7,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,44,19.7,19,5.0
32,4.1,Sandstorms,Jam,0,motorcycle ,1,No ,Metropolitian ,39,9.3,20,10.0
37,4.9,Sunny,High,1,scooter ,1,No ,Metropolitian ,19,6.2,12,5.0
30,4.6,Stormy,Low,0,motorcycle ,1,No ,Urban ,23,19.7,22,15.0
20,4.8,Fog,Low,2,scooter ,1,No ,Metropolitian ,14,7.3,22,10.0
27,4.6,Stormy,Jam,1,scooter ,1,No ,Metropolitian ,14,4.6,21,5.0
28,4.5,Windy,Jam,2,motorcycle ,1,No ,Metropolitian ,17,4.5,21,5.0
39,4.6,Sandstorms,Jam,2,motorcycle ,0,No ,Urban ,26,7.8,21,15.0
35,4.4,Fog,Jam,1,scooter ,1,No ,Metropolitian ,36,12.1,20,15.0
35,4.2,Stormy,Low,0,motorcycle ,0,No ,Urban ,22,3.1,9,10.0
28,5.0,Stormy,Low,2,scooter ,1,No ,Metropolitian ,19,19.4,0,15.0
34,4.8,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,37,13.8,20,15.0
29,4.7,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,19,10.9,22,9.0
39,4.3,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,33,7.8,19,10.0
25,4.9,Stormy,Medium,2,scooter ,0,No ,Urban ,22,12.5,18,5.0
24,2.9,Sunny,Low,1,scooter ,1,No ,Metropolitian ,36,10.6,22,5.0
20,4.7,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,27,20.2,20,10.0
21,4.5,Sunny,Jam,2,motorcycle ,0,No ,Urban ,15,19.8,19,10.0
27,4.3,Cloudy,Medium,2,scooter ,1,No ,Metropolitian ,37,14.0,17,15.0
20,4.1,Fog,Medium,2,electric_scooter ,0,No ,Metropolitian ,34,19.9,19,15.0
32,4.0,Fog,Low,0,motorcycle ,2,No ,Metropolitian ,37,17.2,22,5.0
22,5.0,Cloudy,High,1,scooter ,0,No ,Metropolitian ,27,3.0,11,10.0
35,4.9,Sunny,High,1,motorcycle ,1,No ,Metropolitian ,16,1.5,12,5.0
34,4.4,Cloudy,Low,0,motorcycle ,0,No ,Metropolitian ,39,12.2,23,10.0
30,4.6,Windy,High,1,motorcycle ,1,No ,Metropolitian ,29,6.1,13,5.0
22,4.6,Fog,High,1,scooter ,0,No ,Metropolitian ,25,6.1,12,15.0
31,3.4,Sunny,Low,0,motorcycle ,1,No ,Urban ,31,13.8,22,15.0
35,4.2,Stormy,Jam,0,motorcycle ,2,No ,Metropolitian ,46,13.8,21,10.0
30,4.2,Sandstorms,Low,0,motorcycle ,1,No ,Metropolitian ,21,1.6,11,5.0
29,4.3,Sandstorms,Low,0,motorcycle ,0,No ,Metropolitian ,27,1.6,10,5.0
25,4.9,Windy,High,1,motorcycle ,1,No ,Metropolitian ,18,6.1,12,15.0
29,5.0,Fog,Jam,0,motorcycle ,1,No ,Metropolitian ,27,9.1,19,5.0
23,4.6,Fog,Low,2,electric_scooter ,0,No ,Urban ,14,2.9,11,10.0
31,4.3,Stormy,High,0,motorcycle ,1,No ,Metropolitian ,38,3.1,11,5.0
29,4.5,Cloudy,Medium,2,electric_scooter ,0,No ,Urban ,18,7.4,18,5.0
27,4.9,Windy,High,0,motorcycle ,1,No ,Urban ,18,6.1,13,5.0
21,4.7,Cloudy,Jam,2,electric_scooter ,1,No ,Metropolitian ,43,12.3,20,5.0
22,4.8,Sandstorms,Medium,2,scooter ,1,No ,Urban ,28,9.2,17,5.0
26,4.8,Stormy,Jam,2,scooter ,0,No ,Metropolitian ,15,19.4,21,5.0
32,4.3,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,40,13.6,21,5.0
37,4.7,Fog,Low,1,scooter ,1,No ,Metropolitian ,25,14.0,0,5.0
35,4.9,Fog,Medium,2,electric_scooter ,1,No ,Metropolitian ,33,10.6,19,15.0
20,4.7,Sandstorms,Low,2,scooter ,0,No ,Metropolitian ,19,3.1,8,10.0
21,4.1,Sandstorms,High,0,motorcycle ,1,No ,Metropolitian ,38,6.0,14,5.0
36,4.2,Cloudy,Jam,2,scooter ,0,No ,Metropolitian ,35,9.3,21,5.0
30,5.0,Fog,Medium,0,motorcycle ,0,Yes ,Metropolitian ,44,12.1,18,15.0
24,4.8,Cloudy,Low,2,scooter ,0,No ,Metropolitian ,10,7.8,22,10.0
22,5.0,Windy,Low,2,scooter ,0,No ,Metropolitian ,19,3.1,10,5.0
37,4.9,Cloudy,Jam,2,scooter ,1,No ,Metropolitian ,29,9.2,20,5.0
28,4.6,Fog,High,0,motorcycle ,0,No ,Metropolitian ,23,6.2,14,10.0
34,4.4,Cloudy,High,1,scooter ,1,No ,Metropolitian ,39,6.2,12,15.0
29,4.7,Stormy,Low,1,scooter ,1,No ,Metropolitian ,27,16.6,22,10.0
35,5.0,Sandstorms,Jam,1,motorcycle ,0,No ,Metropolitian ,34,7.8,21,5.0
37,4.5,Cloudy,Low,2,scooter ,1,No ,Metropolitian ,34,12.2,23,10.0
36,4.9,Cloudy,Jam,2,scooter ,1,No ,Metropolitian ,25,7.7,22,15.0
27,4.6,Windy,High,0,motorcycle ,1,No ,Metropolitian ,17,6.2,14,5.0
24,4.9,Sunny,Low,2,scooter ,0,No ,Urban ,22,1.6,10,5.0
38,4.8,Fog,Jam,0,motorcycle ,0,No ,Metropolitian ,53,16.9,19,5.0
20,4.8,Sunny,Low,1,scooter ,0,No ,Metropolitian ,28,16.4,22,10.0
31,4.8,Sunny,Medium,0,motorcycle ,0,No ,Metropolitian ,28,13.9,18,10.0
36,4.9,Sunny,Low,0,motorcycle ,0,No ,Urban ,20,3.0,10,10.0
38,4.3,Windy,Low,0,motorcycle ,0,No ,Metropolitian ,33,4.7,23,5.0
34,5.0,Stormy,High,1,motorcycle ,1,No ,Urban ,31,3.1,11,15.0
30,4.9,Cloudy,Medium,1,motorcycle ,0,No ,Urban ,15,6.0,15,5.0
36,4.8,Stormy,Low,2,scooter ,1,No ,Urban ,17,17.1,22,10.0
29,4.7,Fog,Low,2,scooter ,0,No ,Metropolitian ,33,12.3,23,15.0
29,4.5,Sunny,Jam,0,motorcycle ,1,No ,Metropolitian ,46,8.9,20,5.0
27,4.5,Sandstorms,Medium,2,electric_scooter ,1,No ,Metropolitian ,26,12.3,17,5.0
21,4.7,Cloudy,Low,0,motorcycle ,0,No ,Metropolitian ,22,16.4,23,15.0
37,4.8,Windy,High,0,motorcycle ,1,No ,Metropolitian ,38,6.1,13,5.0
20,4.6,Stormy,Jam,1,motorcycle ,0,No ,Metropolitian ,28,9.2,20,5.0
32,5.0,Sunny,Medium,0,motorcycle ,0,No ,Metropolitian ,31,10.7,17,10.0
24,5.0,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,24,16.9,23,5.0
27,4.6,Sandstorms,Jam,2,scooter ,0,No ,Metropolitian ,20,19.9,20,5.0
34,4.2,Stormy,Jam,1,motorcycle ,0,No ,Urban ,40,12.1,19,5.0
21,4.6,Sandstorms,Low,1,scooter ,1,No ,Metropolitian ,19,3.1,10,5.0
38,4.0,Fog,Medium,2,scooter ,1,No ,Metropolitian ,36,19.6,17,15.0
20,4.8,Stormy,Medium,1,scooter ,0,No ,Metropolitian ,17,12.5,18,5.0
26,4.6,Stormy,Medium,2,scooter ,1,No ,Metropolitian ,23,9.3,18,15.0
31,4.8,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,21,1.5,9,15.0
27,4.7,Sandstorms,Jam,1,motorcycle ,0,No ,Metropolitian ,23,4.7,21,10.0
32,4.8,Sunny,Medium,2,scooter ,0,No ,Metropolitian ,23,4.7,18,5.0
38,4.9,Sunny,Low,1,motorcycle ,1,No ,Urban ,17,1.6,8,10.0
35,4.8,Fog,Medium,2,scooter ,1,No ,Metropolitian ,16,6.0,15,10.0
22,4.8,Sandstorms,High,0,motorcycle ,1,No ,Metropolitian ,30,3.0,12,15.0
20,4.7,Sunny,Low,2,scooter ,0,No ,Metropolitian ,19,3.1,10,10.0
35,4.5,Cloudy,Medium,0,motorcycle ,1,No ,Urban ,26,6.0,15,5.0
35,4.8,Sandstorms,Low,1,motorcycle ,0,No ,Urban ,22,9.2,23,10.0
37,3.6,Sunny,Jam,2,motorcycle ,0,No ,Metropolitian ,32,10.6,20,10.0
38,4.7,Stormy,Low,2,scooter ,1,No ,Metropolitian ,27,1.5,10,15.0
21,4.6,Stormy,Medium,1,scooter ,0,No ,Metropolitian ,16,16.9,17,5.0
33,4.9,Stormy,Low,2,electric_scooter ,1,No ,Metropolitian ,18,12.4,22,5.0
20,4.9,Sandstorms,Low,2,electric_scooter ,0,No ,Urban ,15,10.3,22,5.0
30,4.8,Stormy,Medium,1,scooter ,1,No ,Metropolitian ,27,6.1,16,10.0
37,4.6,Windy,Medium,1,scooter ,0,No ,Metropolitian ,25,9.3,17,10.0
25,4.8,Fog,Low,2,electric_scooter ,0,No ,Metropolitian ,19,9.2,22,10.0
29,4.6,Fog,Low,1,scooter ,1,No ,Metropolitian ,27,14.0,23,15.0
20,4.5,Sandstorms,Medium,1,motorcycle ,0,No ,Metropolitian ,27,12.1,18,15.0
20,4.8,Cloudy,Medium,0,motorcycle ,1,No ,Metropolitian ,27,6.2,16,5.0
36,4.3,Fog,Jam,1,motorcycle ,0,No ,Metropolitian ,36,16.6,20,15.0
20,4.8,Fog,Low,0,motorcycle ,1,No ,Urban ,22,10.6,22,5.0
29,4.7,Stormy,Jam,1,motorcycle ,0,No ,Urban ,14,9.2,20,10.0
26,4.6,Sandstorms,Medium,0,motorcycle ,1,No ,Metropolitian ,35,12.2,19,5.0
36,4.1,Sandstorms,Medium,2,electric_scooter ,0,No ,Metropolitian ,34,6.1,15,5.0
30,4.6,Sunny,Jam,1,motorcycle ,0,No ,Metropolitian ,21,12.1,21,15.0
29,4.9,Stormy,Jam,2,scooter ,0,No ,Urban ,16,17.1,19,5.0
37,4.8,Sunny,Low,1,motorcycle ,1,No ,Metropolitian ,10,1.5,11,15.0
30,4.7,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,29,7.7,23,5.0
22,4.9,Sandstorms,Jam,2,scooter ,0,No ,Metropolitian ,19,16.6,19,5.0
24,4.1,Sandstorms,Low,0,motorcycle ,1,No ,Urban ,24,1.5,10,5.0
35,4.5,Sandstorms,Jam,1,scooter ,1,No ,Metropolitian ,30,4.5,19,5.0
28,4.8,Stormy,Medium,1,motorcycle ,1,No ,Metropolitian ,23,9.3,17,5.0
21,4.6,Windy,Jam,2,electric_scooter ,1,No ,Metropolitian ,25,17.1,21,15.0
38,5.0,Fog,Jam,1,scooter ,1,No ,Metropolitian ,40,13.8,21,5.0
35,4.8,Windy,Low,2,motorcycle ,1,No ,Metropolitian ,28,17.1,23,15.0
24,4.6,Sunny,Low,0,motorcycle ,1,No ,Metropolitian ,27,11.9,22,10.0
33,4.6,Sandstorms,Medium,1,motorcycle ,0,No ,Metropolitian ,27,6.2,17,15.0
24,4.6,Stormy,Low,2,scooter ,0,No ,Metropolitian ,14,4.6,0,5.0
21,4.9,Fog,Jam,1,scooter ,0,No ,Metropolitian ,28,4.5,21,10.0
35,4.7,Stormy,Low,1,motorcycle ,0,No ,Urban ,28,1.5,10,15.0
21,4.7,Windy,Jam,0,motorcycle ,1,No ,Metropolitian ,31,9.1,20,5.0
35,4.7,Sunny,Jam,1,scooter ,0,No ,Metropolitian ,28,12.1,20,10.0
27,4.8,Stormy,Low,0,motorcycle ,1,No ,Urban ,17,20.9,0,15.0
32,4.9,Sunny,Jam,2,motorcycle ,1,No ,Metropolitian ,30,19.8,21,10.0
22,5.0,Sunny,Low,1,scooter ,1,No ,Metropolitian ,17,1.6,10,10.0
26,4.6,Cloudy,Low,2,scooter ,0,No ,Metropolitian ,10,1.5,9,10.0
34,4.6,Fog,Medium,1,scooter ,0,No ,Metropolitian ,19,7.8,17,5.0
26,4.8,Cloudy,Jam,1,scooter ,1,No ,Metropolitian ,30,20.9,21,5.0
28,4.6,Stormy,Medium,2,electric_scooter ,0,No ,Urban ,20,10.6,18,15.0
20,4.8,Fog,Medium,2,motorcycle ,1,No ,Metropolitian ,34,10.6,18,10.0
24,4.9,Fog,Low,1,motorcycle ,1,No ,Urban ,16,9.1,22,15.0
36,4.7,Fog,Medium,0,motorcycle ,1,No ,Urban ,28,4.5,17,10.0
39,4.8,Fog,High,0,motorcycle ,1,No ,Metropolitian ,29,3.0,12,15.0
35,4.1,Fog,Jam,1,scooter ,0,Yes ,Metropolitian ,48,12.5,19,5.0
25,4.9,Sandstorms,Jam,1,scooter ,0,No ,Metropolitian ,19,19.6,20,5.0
38,4.1,Sunny,Jam,1,motorcycle ,0,No ,Urban ,34,10.6,21,5.0
33,4.5,Cloudy,Jam,0,motorcycle ,1,No ,Metropolitian ,41,20.9,20,15.0
29,5.0,Sunny,Low,0,motorcycle ,1,No ,Urban ,23,20.2,22,10.0
35,4.6,Windy,Jam,1,scooter ,1,No ,Metropolitian ,31,4.7,20,10.0
29,4.8,Sunny,High,2,scooter ,0,No ,Metropolitian ,15,6.2,12,5.0
26,4.8,Sunny,Jam,1,scooter ,0,No ,Metropolitian ,13,4.7,21,10.0
29,4.7,Stormy,Low,2,electric_scooter ,1,No ,Metropolitian ,21,7.4,22,9.0
39,4.1,Stormy,Low,0,motorcycle ,1,No ,Urban ,31,1.5,10,10.0
32,4.9,Sunny,High,0,motorcycle ,0,No ,Metropolitian ,21,6.1,13,15.0
34,4.7,Cloudy,Jam,2,scooter ,1,No ,Metropolitian ,33,9.3,22,10.0
20,4.8,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,20,19.8,23,10.0
38,5.0,Fog,Jam,2,electric_scooter ,1,No ,Metropolitian ,30,4.6,19,15.0
37,4.9,Sandstorms,Jam,1,scooter ,1,No ,Urban ,26,16.7,19,5.0
34,5.0,Sunny,High,0,motorcycle ,1,No ,Metropolitian ,28,1.5,11,10.0
38,4.8,Stormy,Jam,2,electric_scooter ,0,No ,Metropolitian ,26,4.7,19,10.0
39,4.7,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,42,16.4,18,15.0
33,4.8,Sunny,Low,0,motorcycle ,1,No ,Metropolitian ,28,4.5,22,10.0
38,4.9,Windy,Low,1,scooter ,1,No ,Metropolitian ,29,1.5,9,5.0
30,4.1,Windy,Medium,0,motorcycle ,0,No ,Metropolitian ,32,4.7,18,5.0
26,4.8,Sunny,Low,1,scooter ,1,No ,Metropolitian ,17,3.0,10,15.0
29,4.7,Stormy,Low,2,electric_scooter ,0,No ,Metropolitian ,18,3.0,8,9.0
22,4.9,Cloudy,Medium,1,motorcycle ,1,No ,Metropolitian ,25,16.6,18,15.0
29,4.7,Windy,Medium,1,motorcycle ,0,No ,Metropolitian ,29,6.2,15,9.0
35,4.7,Windy,Low,1,scooter ,0,No ,Metropolitian ,23,1.5,8,10.0
22,4.7,Stormy,Low,0,motorcycle ,1,No ,Urban ,23,1.5,10,10.0
23,4.3,Fog,Jam,1,scooter ,0,No ,Metropolitian ,43,19.9,20,15.0
36,4.4,Fog,High,2,scooter ,1,No ,Metropolitian ,32,6.1,13,5.0
20,4.7,Sandstorms,High,0,motorcycle ,1,No ,Metropolitian ,38,6.1,12,10.0
31,4.8,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,22,1.5,9,5.0
38,5.0,Stormy,Jam,2,scooter ,1,No ,Metropolitian ,27,4.6,20,10.0
38,4.5,Windy,Medium,0,motorcycle ,1,No ,Metropolitian ,28,6.0,16,10.0
24,4.4,Cloudy,Medium,1,scooter ,1,No ,Metropolitian ,37,11.7,17,15.0
21,4.8,Fog,Jam,0,motorcycle ,2,No ,Metropolitian ,45,13.6,19,15.0
30,4.8,Sandstorms,High,2,motorcycle ,1,No ,Metropolitian ,27,6.2,14,10.0
37,3.5,Windy,Jam,1,scooter ,2,No ,Metropolitian ,38,10.7,19,5.0
21,4.9,Fog,High,0,motorcycle ,0,No ,Metropolitian ,20,1.5,11,10.0
25,4.3,Stormy,Low,0,motorcycle ,0,No ,Metropolitian ,22,3.1,9,10.0
33,3.6,Stormy,Medium,1,motorcycle ,0,No ,Metropolitian ,31,13.6,18,15.0
38,5.0,Stormy,High,0,motorcycle ,0,No ,Metropolitian ,34,6.2,14,10.0
27,4.6,Stormy,Medium,2,scooter ,1,No ,Metropolitian ,25,9.1,18,15.0
30,4.8,Sandstorms,High,1,scooter ,0,No ,Metropolitian ,30,6.0,13,5.0
25,4.9,Fog,Medium,0,motorcycle ,1,No ,Metropolitian ,23,9.1,17,5.0
36,4.6,Cloudy,Low,0,motorcycle ,1,No ,Metropolitian ,22,1.5,9,5.0
25,4.9,Sandstorms,Low,1,motorcycle ,0,No ,Metropolitian ,14,10.6,23,5.0
23,4.6,Sandstorms,Jam,1,motorcycle ,1,No ,Metropolitian ,27,16.9,21,15.0
24,4.9,Windy,Jam,2,scooter ,1,No ,Metropolitian ,20,19.4,19,5.0
26,4.8,Windy,Low,0,motorcycle ,1,No ,Metropolitian ,20,16.9,0,15.0
32,4.6,Windy,Low,2,electric_scooter ,1,No ,Metropolitian ,26,9.3,0,5.0
22,4.5,Windy,Medium,1,motorcycle ,0,No ,Metropolitian ,18,13.7,17,10.0
38,4.6,Windy,Low,0,motorcycle ,1,No ,Urban ,28,16.9,23,15.0
23,4.5,Stormy,Jam,1,scooter ,0,No ,Metropolitian ,17,12.2,20,10.0
36,4.7,Fog,Medium,2,scooter ,0,No ,Urban ,19,9.2,17,10.0
30,4.5,Fog,Jam,0,motorcycle ,2,Yes ,Urban ,54,12.3,22,15.0
21,4.5,Sunny,Jam,2,electric_scooter ,0,No ,Urban ,14,4.6,19,5.0
20,4.7,Windy,Jam,2,scooter ,0,No ,Metropolitian ,27,14.0,21,10.0
25,4.9,Stormy,Jam,2,electric_scooter ,0,No ,Metropolitian ,15,12.3,22,15.0
26,4.9,Sandstorms,Low,1,scooter ,1,No ,Metropolitian ,13,16.4,23,10.0
28,4.8,Fog,Medium,0,motorcycle ,1,No ,Urban ,33,13.6,17,10.0
38,4.9,Sandstorms,High,2,motorcycle ,0,No ,Urban ,25,6.1,13,10.0
21,4.8,Sandstorms,Low,1,scooter ,1,No ,Urban ,19,3.1,10,15.0
36,4.1,Stormy,Jam,2,scooter ,1,No ,Urban ,36,16.9,21,15.0
34,4.9,Cloudy,Low,1,scooter ,1,No ,Metropolitian ,27,10.6,22,5.0
